ชื่อโฆษณา,"ID โฆษณา",วัน,สถานะการแสดงโฆษณา,ระดับการแสดงโฆษณา,ประเภทผลลัพธ์,ผลลัพธ์,ต้นทุนต่อผลลัพธ์,ค่าคอนเวอร์ชั่นการซื้อ,"จำนวนเงินที่ใช้จ่ายไป (THB)","ROAS (ผลตอบแทนจากค่าใช้จ่ายในการโฆษณา) ของการซื้อ",อิมเพรสชัน,การเข้าถึง,การซื้อ,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,ต้นทุนต่อการเริ่มการสนทนาผ่านการส่งข้อความ,คำสั่งซื้อที่สร้างขึ้น,การคลิกลิงก์,"CTR (ทั้งหมด)","CPM (ต้นทุนต่ออิมเพรสชั่น 1,000 ครั้ง)","%CVR (META)",เริ่มการรายงาน,สิ้นสุดการรายงาน
"[27.11.25][ริว] 5 คำพูดที่พระพุทธเจ้าไม่ได้กล่าว (Witches)",120241144418330260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[06.10.25][ริว] คะแนน 1000/100 (Remains)",120238320906720260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.03.26][ริว] ถ้าคืนนี้เป็นคืนสุดท้าย (AI) (Ghostly)",120245967973710260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[11.10.25][ริว] ปุณณ์วัฒน์ (Ghostly)",120240331080220260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[04.05.26][ริว] ก้าวข้ามคำพูดแย่ ๆ ของตัวเอง แล้วใช้ชีวิตให้มีความสุข AI (Trap)",120248372735030260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[24.12.25][ริว] ไพ่ทำนายดวง (Witches)",120242965669890260,2026-02-16,inactive,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[28.08.25][ริว] รีวิวหนังสือ 5/5 (Tried)",120235856501740260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[22.08.25][ริว] เสียดาย (Ghostly)",120235860563850260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[09.07.25][ริว] สวัสดียามดึก คุณดวงวิญญาณ (Ghostly)",120236244580970260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[29.03.26][ริว] วิธีรับมือโรคแพนิค (AI) (Trap)",120246702152350260,2026-02-16,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.09.25][ริว] จุกอกกับปีศาจ2 (Demons)",120236553014040260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[22.08.25][ริว] เสียดาย (Ghostly)",120244054365110260,2026-02-16,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[24.10.25][ริว] PAYDAY OPD E-Book 1 แถม 1 (Promotion)",120239260667390260,2026-02-16,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[11.10.25][ริว] ปุณณ์วัฒน์ (Ghostly)",120240330932990260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[10.03.26][ริว] ซึมเศร้า animation (Trap)",120245622850250260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[29.09.25][ริว] การมีชีวิตอยู่อย่างโดดเดี่ยว (Ghostly)",120237845256820260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[01.07.25][ริว] สายมูอยากมีชีวิตดี หยุดฟัง (Witches)",120232034014460260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120235302800440260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[08.07.25][ริว] หนังสือฮีลใจยอดขายอันดับ1 (Ghostly)",120235357901210260,2026-02-16,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[29.05.26][ริว] มองปัญหาให้เป็นบทเรียน (Witches)",120248075677970260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[22.10.25][ริว] ป้ายยา (Remains)",120239272581810260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120240098337390260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[18.09.25][ริว] สัญญาณวัยทำงาน (Tried)",120237048224230260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120248305761990260,2026-02-16,active,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[05.04.26][ริว] แด่มนุษย์ที่โดดเดี่ยว AI (Ghostly)",120247247147510260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[04.09.25][ริว] 9.9 : 3 เล่ม ราคา 999.- (Promotion)",120236189268770260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.02.26][ริว] มนุษย์ที่เป็นคนดี (Trap)",120244726532140260,2026-02-16,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[22.10.25][ริว] (ไม่)นอกใจ (Demons)",120239113355270260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[20.10.25][ริว] ความผิดพลาด (Witches)",120239971450800260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120246310130800260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120232600840790260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[06.10.25][ริว] มีประโยคในหนังสือ (Witches)",120243884480410260,2026-02-16,not_delivering,ad,การเข้าถึง,12273,7.83101116,,96.11,,12585,12273,,,,,1,0.42908224,7.63686929,,2026-02-16,2026-02-16
"[12.02.26][ริว] รักคนอื่น (สัมภาษณ์หมอ) (Trap)",120244521093450260,2026-02-16,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[22.10.25][ริว] ป้ายยา (Remains)",120240664237130260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[22.08.25][ริว] แจกวอลเปเปอร์ (Ghostly)",120236197786070260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page)",120245623833990260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.09.25][ริว] สัญญาณที่ควรอ่าน (Demons)",120236553082830260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.07.25][ริว] แค่ชื่อก็เหมือนโดนปลอบ (Tried)",120234427154130260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[28.08.25][ริว] ประโยคจากหนังสือ (Tried)",120235856501750260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[09.07.25][ริว] หนังสือกระแสตอบรับดี (Ghostly)",120232528365050260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[08.08.25][ริว] mindsetดี (ปีศาจตัวนั้น)",120234605057660260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[07.11.25][ริว] 11.11 บุฟเฟต์ 3 เล่ม 999 (Promotion)",120240091421620260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[30.10.25][ริว] การอยู่คนเดียว (Ghostly)",120239976949600260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[30.08.25][ริว] แค่ประโยคเดียว (Witches)",120235859321670260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (Demons)",120235869229090260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[25.11.25][ริว] ซิ่ง Black Friday (Promotion)",120241092129330260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120232932515500260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (ภาคเสียงและนางแบบมือโดยดาราสาวสองท่าน) (Demons)",120236324479830260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[17.09.25][ริว] ทุกคนว่าโลกหลังความตาย (Ghostly)",120237333515580260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120231531720390260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[06.08.25][ริว] สัญญาณที่บอกว่าคุณต้องพัก (Tried)",120234440306590260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[08.07.25][ริว] เราเป็นมนุษย์ (Embrace)",120232415345490260,2026-02-16,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[11.10.25][ริว] ปุณณ์วัฒน์ (Ghostly)",120244054365130260,2026-02-16,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,39.68,,270,232,,,,,,7.77777778,146.96296296,,2026-02-16,2026-02-16
"[05.06.25][ริว] ไม่ได้ตั้งใจจะปล่อยให้มันสาย (Ghostly)",120230762758020260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[19.06.25][ริว] บทสนทนาของคนที่ไม่มีโอกาสพูดอีกแล้ว (Ghostly)",120231259934200260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.04.26][ริว] โรคซึมเศร้า AI (Trap)",120248070634130260,2026-02-16,active,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.09.25][ริว] จุกอกกับปีศาจ2 (Demons)",120236324479750260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[05.08.25][ริว] ประโยคในหนังสือเปลี่ยนชีวิต (Witches)",120234425829510260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[31.07.25][ริว] สำรวจปีศาจในตัวคุณ (ปีศาจตัวนั้น)",120234316313630260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[28.08.25][ริว] รีวิวหนังสือ 5/5 (Tried)",120235811690630260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[19.03.26][ริว] ความสุขเล็ก ๆ (สัมภาษณ์นักเขียน) (Ghostly)",120245759411070260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.11.25][ริว] ไม่มีความเศร้าไหน (ปีศาจตัวนั้น)",120239857849420260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[12.02.26][ริว] คนดีมักรู้สึกผิด (Trap)",120244442888980260,2026-02-16,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,19,45.21210526,1825,859.03,2.12448925,21373,19677,4,19,45.21210526,5,70,5.74556684,40.19229869,0.21052632,2026-02-16,2026-02-16
"[16.02.26][ริว] รีสต็อก (Ghostly)",120244475987880260,2026-02-16,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[29.09.25][ริว] E-Book (Ghostly)",120237712571360260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120246702152360260,2026-02-16,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[05.08.25][ริว] ประโยคในหนังสือเปลี่ยนชีวิต (Witches)",120235152494180260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.04.26][ริว] โรคซึมเศร้า AI (Trap)",120247605944700260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[29.09.25][ริว] E-Book (Ghostly)",120237712662060260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[25.07.25][ริว] แค่อ่านชื่อหน้าปก (Tried)",120234057866950260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[05.03.26][ริว] ลองจินตนาการ (Ghostly)",120245212231070260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (Demons)",120236620456540260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120232600912430260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.11.25][ริว] ความกลัวชนะทุกอย่าง (Demons)",120239861864450260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[01.02.26][ริว] สุขภาพจิตพัง (Trap)",120243835393060260,2026-02-16,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[18.09.25][ริว] แค่หนังสือเล่มเดียว (Tried)",120237047698210260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120245622538440260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[05.03.26][ริว] ลองจินตนาการ (Ghostly)",120245407844700260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[18.10.25][ริว] อยู่คนเดียว (Ghostly) (Reels)",120243125917470260,2026-02-16,not_delivering,ad,การเข้าถึง,0,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[07.11.25][ริว] 11.11 บุฟเฟต์ 3 เล่ม 999 (Promotion)",120240091997080260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[18.09.25][ริว] ถ้าได้ฟังเรื่องราว (Ghostly)",120237845256800260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[08.08.25][ริว] งานศพ (Ghostly)",120235358433280260,2026-02-16,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120246607923390260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page)",120246513252250260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120245166667660260,2026-02-16,active,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[25.11.25][ริว] ซิ่ง Black Friday (Promotion)",120241092267660260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.12.25][ริว] แม่อยากให้ลูกมีอนาคตที่ดี (Remains)",120241905903170260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Cross Page)",120245332675130260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[07.03.26][ริว] เรียนรู้ (Remains)",120245370709330260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120235301664190260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[13.01.26] [ริว] อย่าลืมที่จะรักตัวเอง (Devillove) (Reels)",120243182996580260,2026-02-16,not_delivering,ad,การเข้าถึง,0,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (ภาคเสียงและนางแบบมือโดยดาราสาวสองท่าน) (Demons)",120236323500680260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.09.25][ริว] สัญญาณที่ควรอ่าน (Demons)",120235859235010260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[09.07.25][ริว] สวัสดียามดึก คุณดวงวิญญาณ (Ghostly)",120235432534190260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[06.11.25][ริว] กลับมาอีกครั้ง (Remains)",120239980300610260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.11.25][ริว] ความกลัวชนะทุกอย่าง (Demons)",120240027918040260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[25.07.25][ริว] สัญญาณที่บอกว่าควรอ่าน (Tried)",120234054436780260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[19.08.25][ริว] ความสูญเสียทำให้เจ็บปวด (Witches)",120235186536740260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[22.08.25][ริว] Payday August 2 Box 999 (Promotion_Payday)",120235249187300260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[06.08.25][ริว] มีชีวิตอยู่อย่างโดดเดี่ยว (ghostly)",120236605075960260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[05.09.25][ริว] ความผิดพลาด (Witches)",120236328573700260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[22.08.25][ริว] แจกวอลเปเปอร์ (Ghostly)",120236603598850260,2026-02-16,archived,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[06.09.25][ริว] ความกลัวการไม่ถูกรัก (Ghostly)",120236334970020260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[10.11.25][ริว] วันนี้เราป้ายยา (Witches)",120240277238120260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[05.09.25][ริว] ความผิดพลาด (Witches)",120236552206390260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.07.25][ริว] PAYDAY SALE JULY (Promotion_Payday) - No Meme",120233337837650260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[29.09.25][ริว] E-Book (Ghostly)",120240395242180260,2026-02-16,active,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[12.02.26][ริว] คนดีมักรู้สึกผิด (Trap)",120244521408080260,2026-02-16,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[19.06.25][ริว] บทสนทนาของคนที่ไม่มีโอกาสพูดอีกแล้ว (Ghostly)",120231719647910260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[22.10.25][ริว] (ไม่)นอกใจ (Demons)",120239836524220260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[18.09.25][ริว] หยุดพูดแย่ๆกับตัวเอง (Witches)",120237332933360260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[09.07.25][ริว] สวัสดียามดึก คุณดวงวิญญาณ (Ghostly)",120234207685580260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.04.26][ริว] Smiling depression ภาวะซึมเศร้าที่ซ่อนอยู่ใต้รอยยิ้ม AI (Trap)",120248070511120260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[18.07.25][ริว] ประโยคจุกอก (Ghostly)",120233149056350260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[06.08.25][ริว] คะแนน 9.9/10 (Tried)",120234441394790260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.09.25][ริว] สัญญาณที่ควรอ่าน (Demons)",120236318952000260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[25.03.26][ริว] จิตวิทยาของการสูญเสีย เขาบอกไว้ว่า (AI) (Witches)",120246573533560260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[16.01.26][ริว] หายเหนื่อย (Tried)",120243290135930260,2026-02-16,inactive,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[14.03.26][ริว] อ่านแล้วโคตรจริง (Witches)",120245562310490260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[21.05.25][ริว] ถ้าโลกมันแย่ แค่คิดแบบคาปิบาร่า (Capybara_Boxset)",120229054225990260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[12.02.26][ริว] รางวัล (Ghostly)",120244263538170260,2026-02-16,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.04.26][ริว] โรคซึมเศร้า AI (Trap)",120248211330740260,2026-02-16,active,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[11.06.25][ริว] หนังสือฮีลใจแห่งปี (Ghostly)",120232764473090260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[17.09.25][ริว] ทุกคนว่าโลกหลังความตาย (Ghostly)",120237559338260260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120246835224830260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[20.10.25][ริว] ความผิดพลาด (Witches)",120239112661920260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[13.11.25][ริว] 30 Boxset สุดท้าย (Witches)",120240735389410260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[01.10.25][ริว] ถ้าวันนี้คือวันสุดท้าย (Ghostly)",120237852451390260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.09.25][ริว] สัญญาณที่ควรอ่าน (Demons)",120235869179110260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[23.05.25][ริว] ประโยคหนึ่งในหนังสือที่เหมือนมีน้องแมวเวทมนตร์มากระซิบ (Witches)",120229194261210260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[25.07.25][ริว] คะแนน9.9/10 (Tried)",120234552176440260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[03.09.25][ริว] จุกอกกับปีศาจ2 (Demons)",120236358913790260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[30.07.25][ริว] บางครั้งการเอาแต่คิดมาก (Capybara)",120234070848580260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[01.07.25][ริว] โทษตัวเอง เพราะแค่เหนื่อย (ปีศาจตัวนั้น)",120231987089540260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[26.02.26][ริว] คุยกันทุกวันไม่มีสถานะ (ปีศาจตัวนั้น)",120244932128060260,2026-02-16,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[25.03.26][ริว] จิตวิทยาของการสูญเสีย เขาบอกไว้ว่า (AI) (Witches)",120246202009430260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[22.08.25][ริว] เสียดาย (Ghostly)",120236003389070260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[06.08.25][ริว] หนังสือการ์ตูนที่อ่านแล้วรักตัวเองมากขึ้น (Ghostly)",120236739576720260,2026-02-16,inactive,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[27.08.25][ริว] ถูกเอาเปรียบ (Ghostly)",120235861251950260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
"[05.09.25][ริว] คาถาเปลี่ยนชีวิต (Witches)",120236326729990260,2026-02-16,not_delivering,ad,,,,,0,,0,0,,,,,,,,,2026-02-16,2026-02-16
