ชื่อโฆษณา,"ID โฆษณา",วัน,สถานะการแสดงโฆษณา,ระดับการแสดงโฆษณา,ประเภทผลลัพธ์,ผลลัพธ์,ต้นทุนต่อผลลัพธ์,ค่าคอนเวอร์ชั่นการซื้อ,"จำนวนเงินที่ใช้จ่ายไป (THB)","ROAS (ผลตอบแทนจากค่าใช้จ่ายในการโฆษณา) ของการซื้อ",อิมเพรสชัน,การเข้าถึง,การซื้อ,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,ต้นทุนต่อการเริ่มการสนทนาผ่านการส่งข้อความ,คำสั่งซื้อที่สร้างขึ้น,การคลิกลิงก์,"CTR (ทั้งหมด)","CPM (ต้นทุนต่ออิมเพรสชั่น 1,000 ครั้ง)",เริ่มการรายงาน,สิ้นสุดการรายงาน
,,,,,mixed,,,425600,258232.65,1.64812621,4514769,1700281,999,4179,61.79292893,1195,18638,3.95734533,57.19731176,2026-03-01,2026-03-31
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120248276191150260,2026-03-31,active,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (Demons)",120235947662650260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[19.10.25][ริว] 30 เล่มสุดท้าย (Demons)",120238953717570260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.05.25][ริว] หนังสือการ์ตูนฮีลใจ (Ghostly)",120229263803080260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[08.10.25][ริว] เติบโตขึ้น พ่อแม่แก่ลง (Demons)",120238216884260260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.03.26][ริว] รักคนอื่น (Trap)",120245040544810260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[12.08.25][ริว] สัญญาณที่ควรอ่าน (Witches)",120234721984450260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[29.09.25][ริว] ประโยคหลังปก ปีศาจ 2 (Demons)",120238217714390260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[06.08.25][ริว] แค่หนังสือการ์ตูน ทำไมถึงร้องไห้ (Ghostly)",120236105020060260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[11.08.25][ริว] หยุดคิดและทบทวนชีวิต (Ghostly)",120234715022850260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[22.08.25][ริว] Payday August 2 Box 999 (Promotion_Payday)",120235249452170260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[29.09.25][ริว] E-Book (Ghostly)",120240395147490260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[22.07.25][ริว] วันนี้เธอเหนื่อยไหม (Tried)",120234921224810260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[14.07.25][ริว] รักตัวเอง ไม่ใช่คนเห็นแก่ตัว (Kiwtum)",120234400624990260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[06.08.25][ริว] มีชีวิตอยู่อย่างโดดเดี่ยว (ghostly)",120234918883500260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[08.07.25][ริว] ย่านเมืองเก่ามีร้านคาเฟ่ร้านนึงเปิดหลังเที่ยงคืน (Ghostly)",120233368434930260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[12.09.25][ริว] 5 ประโยคเตือนสติ (Ghostly)",120236691306870260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.09.25][ริว] 9.9 : 3 เล่ม ราคา 999.- (Promotion)",120236189605560260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[22.09.25][ริว] แม่อยากให้ลูกมั่นคง (Remains)",120237920752020260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[08.08.25][ริว] จุกอกอยู่อย่าง (ปีศาจตัวนั้น)",120234605062370260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (Demons)",120236553082840260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (Demons)",120235860183130260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[08.08.25][ริว] งานศพ (Ghostly)",120234605536710260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[24.07.25][ริว] หนังสือที่ควรอ่านสักครั้ง (Witches)",120233371870610260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.08.25][ริว] ประโยคเดียวในหนังสือ (Witches)",120234375496680260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.09.25][ริว] จุกอกกับปีศาจ2 (Demons)",120235859358570260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[29.09.25][ริว] เลือกปกหนังสือ (Remains)",120237920290890260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[27.05.25][ริว] ประโยคที่อ่านแล้วจุกอก (Witches)",120234553219280260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[08.07.25][ริว] ย่านเมืองเก่ามีร้านคาเฟ่ร้านนึงเปิดหลังเที่ยงคืน (Ghostly)",120232410204790260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (Demons)",120236620453190260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[22.10.25][ริว] (ไม่)นอกใจ (Demons)",120239593304140260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[28.08.25][ริว] ถ้าต้องบอกกับตัวเอง (Tried)",120235810805880260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[06.08.25][ริว] หนังสือ Mindset ดีขึ้น (Tried)",120234467036490260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[18.12.25][ริว] นาทีทอง (Ghostly)",120242333657580260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[12.11.25][ริว] รักตัวเองก่อน (ปีศาจตัวนั้น)",120240371822780260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[12.11.25][ริว] (ไม่)ยอมลดคุณค่าตัวเอง (ปีศาจตัวนั้น)",120240372637990260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[25.07.25][ริว] คะแนน9.9/10 (Tried)",120234551664170260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[22.08.25][ริว] แจกวอลเปเปอร์ (Ghostly)",120236029152520260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[16.01.26][ริว] ภาค 1 ว่าเศร้าแล้ว (Remains)",120243288350740260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[11.09.25][ริว] ประโยคเดียวในหนังสือ (Witches)",120236634029160260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[07.11.25][ริว] 11.11 บุฟเฟต์ 3 เล่ม 999 (Promotion)",120240090732090260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120234501355100260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[11.06.25][ริว] จะเป็นยังไงถ้าคุณต้องเป็นที่ปรึกษา (Ghostly)",120230533036440260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[06.09.25][ริว] ความกลัวการไม่ถูกรัก (Ghostly)",120236620119270260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.11.25][ริว] แค่ประโยคเดียว (Witches)",120239971450760260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.09.25][ริว] จุกอกกับปีศาจ2 (Demons)",120236439332360260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[10.12.25][ริว] 12.12 : แลกซื้อ E-Book เล่มที่สอง 12.- (Promotion)",120241898370320260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[06.10.25][ริว] แค่หนังสือการ์ตูน (Remains)",120237931551340260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[31.10.25][ริว] อ่านแล้วหายเหนื่อย (Tried)",120239657661570260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[06.08.25][ริว] ประโยคเปลี่ยนชีวิต (Tried)",120234822515500260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.05.25][ริว] หนังสือการ์ตูนฮีลใจ (Ghostly)",120236605895760260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[31.10.25][ริว] อ่านแล้วหายเหนื่อย (Tried)",120239969968640260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[25.07.25][ริว] ประโยคฮีลใจดีๆ (Tried)",120233569614560260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[11.10.25][ริว] ปุณณ์วัฒน์ (Ghostly)",120243738789460260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[16.10.25][ริว] ผลงานภาคต่อ (Remains)",120238720271700260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[09.09.25][ริว] โตขึ้น พ่อแม่แก่ตัวลง (Demons)",120236555889060260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[29.09.25][ริว] เลือกปกหนังสือ (Remains)",120237920751980260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[31.03.26][ริว] อย่าปล่อยให้พ่อแม่รอ กลับไปเยี่ยมในวันที่ยังมีโอกาส (Ghostly)",120246687856600260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[09.09.25][ริว] ริว 7 สัญญาณ (Demons)",120236555500530260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[20.10.25][ริว] ความผิดพลาด (Witches)",120239114132190260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (Demons)",120236174960910260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap) - สำเนา",120247171347450260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[24.07.25][ริว] ไพ่สำรับนี้ดูดวงแม่น (Witches)",120235365677540260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[16.10.25][ริว] คะแนน 9.9/10 (Remains)",120238992107880260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120246781893950260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[05.04.26][ริว] แด่ทุกสิ่งมีชีวิตมหัศจรรย์ที่แสนซื่อสัตย์ AI (Remains)",120246688281160260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[29.04.26][ริว] การอยู่คนเดียวคือทักษะที่ดีที่สุด AI (Ghostly)",120248073570050260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.04.26][ริว] โรคซึมเศร้า AI (Trap)",120247408799390260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[31.10.25][ริว] อ่านแล้วหายเหนื่อย (Tried)",120240096893100260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120247045023490260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap) - สำเนา",120247171320380260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap) - สำเนา",120246786693990260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120245282113510260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120247045023500260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[05.04.26][ริว] แด่มนุษย์ที่โดดเดี่ยว AI (Ghostly)",120247722034730260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120245321666920260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120247170837410260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[31.10.25][ริว] อ่านแล้วหายเหนื่อย (Tried)",120245505030830260,2026-03-31,inactive,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[31.03.26][ริว] อย่าปล่อยให้พ่อแม่รอ กลับไปเยี่ยมในวันที่ยังมีโอกาส (Ghostly)",120246513921840260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.02.26][ริว] แม่คือคนรับผิดชอบ (Trap)",120245730541230260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.04.26][ริว] โรคซึมเศร้า AI (Trap)",120246783494780260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[25.07.25][ริว] อ่านเล่มนี้จึงรู้ว่า (Tried) (Reels)",120243033199470260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120246310126250260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,176.93,,3594,3359,,,,,5,2.64329438,49.22927101,2026-03-31,2026-03-31
"[10.03.26][ริว] ซึมเศร้า animation (Trap)",120245845885010260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[10.03.26][ริว] ซึมเศร้า animation (Trap)",120245729966710260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.03.26][ริว] ถ้าคืนนี้เป็นคืนสุดท้าย (AI) (Ghostly)",120246203732740260,2026-03-31,inactive,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[25.04.26][ริว] ทุกปัญหามีทางออกเสมอ AI (Witches)",120247724396650260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[25.03.26][ริว] จิตวิทยาของการสูญเสีย เขาบอกไว้ว่า (AI) (Witches)",120246834501030260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap) (Sale)",120246749109930260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[10.03.26][ริว] ซึมเศร้า animation (Trap) (Shopify)",120245624802010260,2026-03-31,not_delivering,ad,การซื้อบนเว็บไซต์,3,71.60333333,1044,214.81,4.86010893,3333,3056,3,1,214.81,,48,5.40054005,64.44944494,2026-03-31,2026-03-31
"[22.08.25][ริว] เสียดาย (Ghostly)",120243177965360260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[05.08.25][ริว] ประโยคในหนังสือเปลี่ยนชีวิต (Witches)",120234426178090260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[13.04.26][ริว] ทำเหมือนไม่เป็นไร ทั้งที่ข้างในไม่โอเค (BOXSET) AI (Tried)",120247075490800260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[29.04.26][ริว] 30 เล่มสุดท้าย (Ghostly)",120248075151350260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[05.04.26][ริว] แด่มนุษย์ที่โดดเดี่ยว AI (Ghostly)",120246835244860260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[28.06.25][ริว] ถ้าไม่อยากเป็นแบบนี้ อย่าอ่านเล่มนี้ (Ghostly)",120231820444460260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[28.05.25][ริว] หนังสือฮีลใจที่ไม่ได้พูดถึงเรื่องความตาย (Ghostly)",120229858779440260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[24.07.25][ริว] ไพ่สำรับนี้ดูดวงแม่น (Witches)",120234205705040260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[13.08.25][ริว] หนังสือที่ทำให้เห็นแก่ตัว (Kiwtum)",120234824362500260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.05.25][ริว] หนังสือการ์ตูนฮีลใจ (Ghostly)",120229263767050260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[22.08.25][ริว] เสียดาย (Ghostly)",120236544312290260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[06.08.25][ริว] มีชีวิตอยู่อย่างโดดเดี่ยว (ghostly)",120234943566440260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[18.07.25][ริว] ประโยคจุกอก (Ghostly)",120234317978780260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[06.08.25][ริว] แค่ชื่อหน้าปกก็โดนปลอบ (Tried)",120234614620430260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[09.07.25][ริว] สวัสดียามดึก คุณดวงวิญญาณ (Ghostly)",120234918883540260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120234205816420260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.05.25][ริว] ประโยคหนึ่งในหนังสือที่เหมือนมีน้องแมวเวทมนตร์มากระซิบ (Witches)",120229194724400260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[25.07.25][ริว] การที่เขาเงียบ (Ghostly)",120233557441750260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.09.25][ริว] สัญญาณที่ควรอ่าน (Demons)",120235859409980260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[19.10.25][ริว] 30 เล่มสุดท้าย (Demons)",120239836447480260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[09.07.25][ริว] หนังสือกระแสตอบรับดี (Ghostly)",120233369091650260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120247644055390260,2026-03-31,active,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.06.25][ริว] หนังสือที่เล่นกับใจคนอ่านมากที่สุด (Ghostly)",120231719502260260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120246702152430260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[09.07.25][ริว] สวัสดียามดึก คุณดวงวิญญาณ (Ghostly)",120234552105100260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[10.03.26][ริว] ซึมเศร้า animation (Trap)",120246745789060260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[24.07.25][ริว] หนังสือที่ควรอ่านสักครั้ง (Witches)",120234205607530260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.04.26][ริว] โรคซึมเศร้า AI (Trap)",120246659076020260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[23.06.25][ริว] ประโยคเดียวในหนังสือที่จะเปลี่ยนชีวิต (Witches)",120233229024590260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[06.08.25][ริว] หนังสือการ์ตูนที่อ่านแล้วรักตัวเองมากขึ้น (Ghostly)",120236739554620260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120246702152330260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[01.04.26][ริว] เลิกควบคุมสิ่งที่ควมคุมไม่ได้ (AI) (Trap)",120246782296050260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[12.08.25][ริว] แค่อ่านกลับจุกอกร้องไห้ (Witches)",120235860196990260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120248305713880260,2026-03-31,active,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[21.05.25][ริว] สายมูห้ามพลาด (Witches)",120229038987270260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[18.10.25][ริว] อยู่คนเดียว (Ghostly)",120240331080210260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[20.11.25][ริว] มันจะดีแค่ไหน : Demons (E-Book)",120240851545690260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.03.26][ริว] ซึมเศร้า (สัมภาษณ์หมอ) (Trap)",120246076097230260,2026-03-31,not_delivering,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[31.07.25][ริว] 30 เล่มสุดท้ายส่งจากคลัง (Ghostly)",120234052763870260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[04.09.25][ริว] คนที่รักตัวเอง (Capybara)",120236248930210260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[25.11.25][ริว] ซิ่ง Black Friday (Promotion)",120241092246690260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[22.08.25][ริว] เสียดาย (Ghostly)",120235753792970260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[30.08.25][ริว] แค่ประโยคเดียว (Witches)",120236626088900260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[18.09.25][ริว] แนะนำหนังสือ (Tried)",120237047559580260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[08.07.25][ริว] หนังสือฮีลใจยอดขายอันดับ1 (Ghostly)",120235301749660260,2026-03-31,archived,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[09.07.25][ริว] สวัสดียามดึก คุณดวงวิญญาณ (Ghostly)",120233368964030260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[22.08.25][ริว] เสียดาย (Ghostly)",120236027616680260,2026-03-31,active,ad,การสนทนาผ่านการส่งข้อความที่เริ่มขึ้น,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[03.09.25][ริว] เปิดตัวปีศาจ 2 (Demons)",120235860260870260,2026-03-31,inactive,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
"[06.08.25][ริว] แค่ชื่อหน้าปกก็โดนปลอบ (Tried)",120234466749080260,2026-03-31,not_delivering,ad,,,,,0,,0,0,,,,,,,,2026-03-31,2026-03-31
